vocabulary;variant_of;meaning;language;about_ethnicity;about_nationality;about_religion;about_gender;about_sexual_orientation;about_disability;about_class;archaic
sheigetz;;"A non-Jewish man, especially one perceived to be anti-Semitic.";yid;1;0;0;0;0;0;0;0
sheister;shyster;"A dishonest person, particularly of Jewish decent.";eng;1;0;0;0;0;0;0;0
Shelta;;"An Irish Traveller.";eng;1;1;0;0;0;0;0;0
shemale;;"[1] A transexual person. [2] A transgendered person. [3] An allegedly masculine woman.";;0;0;0;1;1;0;0;0
shiksa;;"A non-Jewish woman. Derived from the Hebrew root Shin-Qof-Tzadei, meaning loathsome or abomination. Most commonly used to refer to a non-Jewish woman who is dating or married to a Jewish man.";yid;1;0;0;0;0;0;0;0
shine;;"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.";eng;1;0;0;0;0;0;0;1
shiner;shine;"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.";eng;1;0;0;0;0;0;0;1
"shit heel";;"A black servant.";eng;1;0;0;0;0;0;0;0
"shit kicker";;"A rural person, from farmers or country boys walking through manure-filled cow pastures.";eng;0;0;0;0;0;0;1;0
shkutzim;sheigetz;"A non-Jewish man, especially one perceived to be anti-Semitic.";yid;1;0;0;0;0;0;0;0
shvartz;;"A black person.";yid;1;0;0;0;0;0;0;0
Shy;Shylock;"A Jewish person, originated in Merchant of Venice.";eng;1;0;0;0;0;0;0;0
Shylock;;"A Jewish person, originated in Merchant of Venice.";eng;1;0;0;0;0;0;0;0
shyster;;"A dishonest person, particularly of Jewish decent.";eng;1;0;0;0;0;0;0;0
"sideways cooter";"sideways vagina";"An Asian woman, particularly of Chinese descent.";eng;1;1;0;0;0;0;0;0
"sideways pussy";"sideways vagina";"An Asian woman, particularly of Chinese descent.";eng;1;1;0;0;0;0;0;0
"sideways vagina";;"An Asian woman, particularly of Chinese descent.";eng;1;1;0;0;0;0;0;0
skag;scag;"A woman of loose morals";eng;0;0;0;1;0;0;1;0
skanger;spide;"In Northern Ireland, a spide is a young working class male. A female is known as a millie.";eng;0;0;0;0;0;0;1;0
skin;skinhead;"a right wing extremist with shaved head";eng;0;0;0;0;0;0;0;0
skinhead;;"a right wing extremist with shaved head";eng;0;0;0;0;0;0;0;0
skinny;;"A Somali, especially a militia fighter.";eng;0;1;0;0;0;0;0;0
Skip;;"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.";eng;1;1;0;0;0;0;0;0
Skippy;Skip;"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.";eng;1;1;0;0;0;0;0;0
Skopiana;Bulgaroskopian;"Used by Greeks when referring to the Macedonians in an attempt to deny self-identification";ell;0;1;0;0;0;0;0;0
Skopianika;Bulgaroskopian;"Used by Greeks when referring to the Macedonians in an attempt to deny self-identification";ell;0;1;0;0;0;0;0;0
Skopjan;Bulgaroskopian;"Used by Greeks when referring to the Macedonians in an attempt to deny self-identification";ell;0;1;0;0;0;0;0;0
Skopjian;Bulgaroskopian;"Used by Greeks when referring to the Macedonians in an attempt to deny self-identification";ell;0;1;0;0;0;0;0;0
slag;;"In the UK, a promiscuous woman";eng;0;0;0;0;0;0;1;0
slampa;;"Similar to the english word ""slut"". Used as a supressant term when a person (a woman) is sleeping with ""a lot of people"". In other words; she is promiscuous.";swe;0;0;0;1;0;0;0;0
slant;;"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.";eng;1;0;0;0;0;0;0;0
"slant eye";slant;"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.";eng;1;0;0;0;0;0;0;0
slave;;"An unpaid servant, generally recognized as property rather than as a human being. May specifically refer to a person of African origin.";;1;0;0;0;0;0;0;0
slit;;"A person of Asian descent.";eng;1;0;0;0;0;0;0;0
slope;;"A person of Asian descent, particularly Vietnamese or Chinese.";eng;1;0;0;0;0;0;0;0
slopehead;slope;"A person of Asian descent, particularly Vietnamese or Chinese.";eng;1;0;0;0;0;0;0;0
slopey;slope;"A person of Asian descent, particularly Vietnamese or Chinese.";eng;1;0;0;0;0;0;0;0
slopy;slope;"A person of Asian descent, particularly Vietnamese or Chinese.";eng;1;0;0;0;0;0;0;0
smick;;"In Ireland, a disreputable, working class or delinquent person";;1;1;0;0;0;0;1;0
"smoke jumper";;"A Caucasian woman who dates a black man.";eng;1;0;0;0;0;0;0;0
"smoked Irish";;"A 19th century term for a black person (intended to insult both black people and Irish).";eng;1;1;0;0;0;0;0;1
"smoked Irishman";"smoked Irish";"A 19th century term for a black person (intended to insult both black people and Irish).";eng;1;1;0;0;0;0;0;1
snout;;"Offensive term used in Northern Ireland to describe Protestants of British descent living in Northern Ireland.";eng;0;1;1;0;0;0;0;0
snowflake;;"[1] Civil war term for an educated (white collar) black person. [2] A person of Jewish descent, from the ashes in the vicinity of concentration camps.";eng;1;0;0;0;0;0;0;1
sokac;;"[1] Derogative term for Croatian national of Catholic christian faith";bos;1;1;1;0;0;0;0;0
sokomokabul;;"Somali slur for a member of the Kikuyu community, meaning 'thief'.";som;1;0;0;0;0;0;0;0
sole;;"A person of Samoan descent.";eng;1;1;0;0;0;0;0;0
sooty;;"A black person, originated in the US in the 1950s.";eng;1;0;0;0;0;0;0;1
soqi;;"Samburu slur for members of the Pokot ethnic community, from 'inhuman beasts' or 'cattle rustlers'.";saq;1;0;0;0;0;0;0;0
"soup taker ";;"A person who has sold out their beliefs, referring to the Irish Potato famine when some Catholics converted to a Protestant faith in order to gain access to a free meal.";eng;0;1;1;0;0;0;0;0
"Southern fairy";;"Used in the north of England, the term originates from the inability of southern Englishmen being unable to consume amounts of alcohol over 2 units at any one period. ";eng;0;0;0;0;0;0;0;0
spade;;"A black person, originating with the suit in a deck of cards.";eng;1;0;0;0;0;0;0;0
Spast;;"spastic person";deu;0;0;0;0;0;1;0;0
Spasti;Spast;"spastic person";deu;0;0;0;0;0;1;0;0
"spear chucker";;"A term used for an African American, or other person of African descent.";eng;1;0;0;0;0;0;0;0
sperg;;"Pejorative term for one who suffers from Asperger syndrome.";eng;0;0;0;0;0;1;0;0
spic;;"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.";eng;1;0;0;0;0;0;0;0
"spice nigger";nigger;"A black person.";eng;1;0;0;0;0;0;0;0
spick;spic;"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.";eng;1;0;0;0;0;0;0;0
spickaboo;;"A person of mixed Hispanic and black parentage.";eng;1;0;0;0;0;0;0;0
spide;;"In Northern Ireland, a spide is a young working class male. A female is known as a millie.";eng;0;0;0;0;0;0;1;0
spig;spic;"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.";eng;1;0;0;0;0;0;0;0
spigger;spickaboo;"A person of mixed Hispanic and black parentage.";eng;1;0;0;0;0;0;0;0
spigotty;spic;"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.";eng;1;0;0;0;0;0;0;0
spik;spic;"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.";eng;1;0;0;0;0;0;0;0
spike;;"A very High Church Anglican or Anglo-Catholic.";eng;0;0;1;0;0;0;0;0
spink;;"A person of mixed Hispanic and Chinese parentage.";eng;1;1;0;0;0;0;0;0
spiv;;"In the UK, a criminal dealing in counterfeit and/or stolen goods";eng;0;0;0;0;0;0;1;1
spook;;"A black person, originating from the 1940s.";eng;1;0;0;0;0;0;0;1
squarehead;;"[1] A person of German, Dutch, or Scandinavian, esp. Swedish, origin. [2] A Caucasian person, especially a German. Refers to either the stereotyped shape of their heads, or to the shape of the Stalhelm M1916 steel helmet, or to its owner's stubbornness (like a block of wood).";eng;1;1;0;0;0;0;0;1
squaw;;"A female Native American. Derived from lower East Coast Algonquian (Massachuset: ussqua), which originally meant 'young woman', but which took on strong negative connotations in the late 20th century.";eng;1;0;0;0;0;0;0;0
squinty;;"A person of East Asian descent in reference to the appearance of the eyes, similar to 'slant'.";eng;1;0;0;0;0;0;0;0
steek;spide;"In Northern Ireland, a spide is a young working class male. A female is known as a millie.";eng;0;0;0;0;0;0;1;0
stovepipe;;"A black person.";eng;1;0;0;0;0;0;0;0
"stump jumper";;"Used by poor rural people to denote those of lower status than themselves, particularly those who commit incest (jumping the family tree).";eng;0;0;0;0;0;0;1;0
"sub human";;"A black person.";eng;1;0;0;0;0;0;0;0
"sucker fish";;"A term used ambiguously in southern Oregon directed towards the Klamath people during a dispute over the sucker fish of the Klamath River which was considered sacred by the tribe. Troublemakers displayed bumper-stickers with the message 'Save a Farmer, Fillet a sucker fish.'";eng;1;0;0;0;0;0;0;0
sudaca;;"Person from Hispanic Latin American origin";spa;1;1;0;0;0;0;0;0
sudda;;"Used by the Sinhala/Tamil majority to refer to a person of white caucasian or European origin. Generally refers all pale white-skinned people, and literal translation is 'white one'.";sin;1;0;0;0;0;0;0;0
suntan;;"A black person.";eng;1;0;0;0;0;0;0;0
"surrender monkey";"cheese eating surrender monkey";"A French person, from the defeat of the French against the German in 1940, and the huge variety of cheeses originating from France. Gained popularity after the term was used on an episode of The Simpsons and was subsequently adopted by right-wing pundits. Rarely used today.";eng;0;1;0;0;0;0;0;1
Svab;;"A person of German descent.";slv;0;1;0;0;0;0;0;0
Svaba;;"A person of German descent.";mkd;0;1;0;0;0;0;0;0
szkop;;"Szkop (plural szkopy) is another, similarly derogative term (original, now obsolete meaning: 'castrated ram', but see also the term Skopčák for Czech); during World War II, it was first used for German soldiers and later for any German.";pol;0;1;0;0;0;0;0;0
szwab;;"Szwab (plural szwaby; literally Swabian), is derogatory when referring to any Germans instead of just the inhabitants of Swabia. The origin of this usage remains unclear, as Swabia and Poland are relatively far apart.";pol;0;1;0;0;0;0;0;0
tabeetsu;;"Chinese slur for Caucasians, meaning literally 'great-nosed ones'.";zho;1;0;0;0;0;0;0;0
Taffy;;"A Welsh person. First used ca. 17th century. From the River Taff or the Welsh pronunciation of the name David (in Welsh, Dafydd). Children's rhyme: 'Taffy was a Welshman, Taffy was a thief'. Generally considered offensive when used by an English person.";eng;1;1;0;0;0;0;0;0
Taig;;"Used by loyalists in Northern Ireland for members of the nationalist/Catholic/Gaelic community. Derived the Irish name Tadhg, often mistransliterated as Timothy.";gle;1;1;0;0;0;0;0;0
tan;;"A British person, derived from the Black and Tans, the nickname for an auxiliary British Army unit deployed to Ireland in the 1920s and which gained a reputation for brutality.";eng;0;1;0;0;0;0;0;0
tapette;;"Negative term used to describe an homosexual man or a seemingly gay man.";fra;0;0;0;0;1;0;0;0
tapori;;"In India, a vagabond, lower class and/or boisterous person";hin;0;0;0;0;0;0;1;0
"tar baby";;"A black child.";eng;1;0;0;0;0;0;0;0
teabagger;;"Pejorative reference to a conservative, right-wing and/or Republican person, particularly a member or advocate of the Tea Party movement. Originally used by the movement itself, until pejorative meaning developed.";eng;0;0;0;0;0;0;0;0
Teague;Taig;"Used by loyalists in Northern Ireland for members of the nationalist/Catholic/Gaelic community. Derived the Irish name Tadhg, often mistransliterated as Timothy.";gle;1;1;0;0;0;0;0;0
teapot;;"A black person. [19th century]";eng;1;0;0;0;0;0;0;1
Teg;Taig;"Used by loyalists in Northern Ireland for members of the nationalist/Catholic/Gaelic community. Derived the Irish name Tadhg, often mistransliterated as Timothy.";gle;1;1;0;0;0;0;0;0
Teig;Taig;"Used by loyalists in Northern Ireland for members of the nationalist/Catholic/Gaelic community. Derived the Irish name Tadhg, often mistransliterated as Timothy.";gle;1;1;0;0;0;0;0;0
"tek millet";;"one nation";tur;1;1;1;0;0;0;0;0
tenker;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
"tete carree";;"A person of English (particularly English-Canadian) origin. Refers to the stereotyped shape of their heads.";fra;1;1;0;0;0;0;0;0
teuchtar;teuchter;"A person from the north of Scotland or rural Scottish areas.";sco;1;1;0;0;0;0;0;0
teuchter;;"A person from the north of Scotland or rural Scottish areas.";sco;1;1;0;0;0;0;0;0
thalaya;;" Used by the Sinhala majority to refer to a person of Tamil origin from North (Jaffna). Refers to the excessive use of Thala Thel(or gingelly oil) by this community.";sin;1;0;0;0;0;0;0;0
thambiya;;"Used by the Sinhala majority to refer to a person of Muslim origin. The literal meaning of 'Thambi' is younger brother (in Tamil), Originally, this must have been used not as an offensive term but an affectionate one.";sin;1;0;1;0;0;0;0;0
thicklips;;"A black person.";eng;1;0;0;0;0;0;0;0
"three fifth";;"A black person, from the Three-Fifths Compromise in which the United Statues assessed slaves as three fifths of a person";;1;0;0;0;0;0;0;0
"three fifths";"three fifth";"A black person, from the Three-Fifths Compromise in which the United Statues assessed slaves as three fifths of a person";;1;0;0;0;0;0;0;0
thurumba;;"Unclean caste person";tam;0;0;1;0;0;0;1;0
tiger;;"A Tamil.";eng;1;0;0;0;0;0;0;0
"timber nigger";;"A Native American.";eng;1;0;0;0;0;0;0;0
tincker;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tinkar;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tinkard;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tinker;;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tinkere;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tizzone;;"Italian term for a black person, from 'burnt' or 'ember'";ita;1;0;0;0;0;0;0;0
tizzoni;tizzone;"Italian term for a black person, from 'burnt' or 'ember'";ita;1;0;0;0;0;0;0;0
Tommy;;"German slang for a British person, particular a soldier.";eng;0;1;0;0;0;0;0;1
"touch of the tar brush";;"A person of predominantly Caucasian ancestry with real or suspected African or Asian distant ancestry.";eng;1;0;0;0;0;0;0;0
"towel head";raghead;"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.";eng;1;0;0;0;0;0;0;0
"trailer park trash";"white trash";"A Caucasian of low class or limited income.";eng;1;0;0;0;0;0;1;0
"trailer trash";"white trash";"A Caucasian of low class or limited income.";eng;1;0;0;0;0;0;1;0
tranny;;"Pejorative term which is shortened from either transgendered, transsexual or transvestite. May be used to refer to these individuals, or others, in a derogatory or offensive manner.";eng;0;0;0;1;1;0;0;0
trash;"white trash";"A Caucasian of low class or limited income.";eng;1;0;0;0;0;0;1;0
"tree jumper";"stump jumper";"Used by poor rural people to denote those of lower status than themselves, particularly those who commit incest (jumping the family tree).";eng;0;0;0;0;0;0;1;0
trucin;;"[1] Derogative term for Bosniak of Islamic faith, [2] Derogative term for Turk";srp;1;1;1;0;0;0;0;0
Tschusch;;"A Serbian living in Austria or Germany.";deu;0;1;0;0;0;0;0;0
tsekwa;chekwa;"Filipino slur for a Chinese person";tgl;1;1;0;0;0;0;0;0
tugo;;"Somali slur for a member of the Kikuyu community, meaning 'thief'.";som;1;0;0;0;0;0;0;0
"tunnel digger";;"A Vietnamese person, from the tunnels dug by the Viet Cong to elude pursuit during the Vietnam war.";eng;1;1;0;0;0;0;0;1
Tunte;;"effeminate male";deu;0;0;0;0;1;0;0;0
twat;;"An idiot or offensive person, generally male, who is being compared to female genitalia";eng;0;0;0;1;0;0;0;0
Twinkie;;"[1] A European American, with little or no social or blood links to any tribe, who claims to be an American Indian (Native American). [2] An Asian American who has become completely integrated into White American, or mainstream American culture.";eng;1;0;0;0;0;0;0;0
tyncar;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tynekere;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tynkard;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tynkare;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tynker;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
tynkere;tinker;"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.";eng;1;0;0;0;0;0;0;0
Ubangee;Ubangi;"A black person, particularly a black woman, from the Ubangi people of Africa";;1;0;0;0;0;0;0;0
Ubangi;;"A black person, particularly a black woman, from the Ubangi people of Africa";;1;0;0;0;0;0;0;0
umlungu;;"An English person.";zul;0;0;0;0;0;0;0;0
umuzungu;;"An English person.";kin;1;0;0;0;0;0;0;0
"uncircumcised baboon";;"A name to call the Luos ethnic group in Kenya";eng;1;0;0;0;0;0;0;0
uncivilised;uncivilized;"Savage, barbarian, uncultured, worthless members of society, stupid, childlike";eng;1;0;0;0;0;0;0;0
uncivilized;;"Savage, barbarian, uncultured, worthless members of society, stupid, childlike";eng;1;0;0;0;0;0;0;0
"Uncle Tom";;"A black person perceived as behaving in a subservient manner to white authority figures.";eng;1;0;0;0;0;0;0;0
Untermensch;;"Sub-human, particularly pertaining to those the Nazis wished to exterminate";deu;1;1;0;0;0;0;0;1
Untermenschen;Untermensch;"Sub-human, particularly pertaining to those the Nazis wished to exterminate";deu;1;1;0;0;0;0;0;1
"uriti ja Mutigania wa wa Kunati";;"Tharaka slur for people from Tigania, meaning 'foolish like Tigania from Kunati'.";thk;1;0;0;0;0;0;0;0
ustasa;;"[1] Member of Croatian fascist movement, [2] Derogatory term for Croatian of Catholic christian faith";bos;1;1;1;0;0;0;0;0
"uzko glaziye";;"A person of Asian ancestry, meaning 'thin eyed'";rus;1;0;0;0;0;0;0;0
varungu;murungu;"An English person.";sna;0;0;0;0;0;0;0;0
"Velcro head";;"A black person (referencing stereotypical hair type).";eng;1;0;0;0;0;0;0;0
Viado;;"Homossexual do sexo masculino";por;1;0;0;0;1;0;0;0
vlah;;"[1] Derogative term for Serbian national of orthodox christian faith, [2] Derogative term for Croatian national of catholic christian faith";bos;1;1;1;0;0;0;0;0
"wagon burner";;"A Native American person.";eng;1;0;0;0;0;0;0;0
WASP;;"Acronym for White Anglo-Saxton Protestant, and often synonymous with rectitude.";eng;1;0;1;0;0;0;0;0
wazungu;mzungu;"Literally means ""foreigner"" but predominantly used in Swahili-speaking countries (particularly Kenya and Tanzania) to refer to white people. Very common since white people are still a curiosity in many parts of these countries and usually not intended to be offensive but sometimes used in a pejorative manner. Similar usage to ""faranji"" in Amharic.";swa;1;0;0;0;0;0;0;0
wetback;;"A person of Latino descent, particularly a Mexican migrant laborer.";eng;1;0;0;0;0;0;0;0
wexican;;"A person of mixed Caucasian and Mexican parentage.";eng;1;1;0;0;0;0;0;0
whigger;"white nigger";"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.";eng;1;1;0;0;0;0;0;1
Whipped;Jap;"[1] A Japanese soldier or national, or anyone of Japanese descent. [2] Acronym for 'Jewish-American Princess.'";eng;1;1;0;0;0;0;0;0
"white chocolate";;"[1] A Caucasian trying to act black. [2] A black person trying to act Caucasian.";eng;1;0;0;0;0;0;0;0
"white nigger";;"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.";eng;1;1;0;0;0;0;0;1
"white privilege";;"Contested term denoting societal privileges resulting from being a Caucasian.";eng;1;0;0;0;0;0;0;0
"white trash";;"A Caucasian of low class or limited income.";eng;1;0;0;0;0;0;1;0
whitey;;"A Caucasian.";eng;1;0;0;0;0;0;0;0
"whore from Fife";;"A person who is not only a whore, but also from Fife";eng;0;1;0;0;0;0;0;0
WIC;;"Acronym for White Irish Catholic.";eng;1;0;1;0;0;0;0;1
Wichser;;"[1] A wanker / tosser / useless person. [2] A male person who masturbates.";deu;0;0;0;0;0;0;0;0
wigga;"white nigger";"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.";eng;1;1;0;0;0;0;0;1
wigger;"white nigger";"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.";eng;1;1;0;0;0;0;0;1
wiggerette;"white nigger";"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.";eng;1;1;0;0;0;0;0;1
wink;;"A Caucasian who emulates, or associates with, Chinese people.";eng;1;0;0;0;0;0;0;0
Wixer;Wichser;"[1] A wanker / tosser / useless person. [2] A male person who masturbates.";deu;0;0;0;0;0;0;0;0
wog;;"A swarthy or dark-skinned foreigner. Possibly derived from 'golliwogg' In Britain, it usually refers to dark skinned people from Asia or Africa, though some use the term to refer to anyone outside the borders of their own country. In Australia the term 'wog' is usually used to refer to Mediterranean Europeans (Spaniards, Italians, and Greeks) although it can be used for some Eastern Europeans, particularly those of the Balkans (Bosnians, Macedonians, Serbians, Croatians, or Albanians).";eng;1;1;0;0;0;0;0;0
wop;;"A person of Italian descent, derived from the Italian dialectism, 'guappo,' close to 'dude, swaggerer' and other informal appellations, a greeting among male Neapolitans.";eng;0;1;0;0;0;0;0;0
Yank;;"A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.";eng;0;1;0;0;0;0;0;0
Yankee;Yank;"A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.";eng;0;1;0;0;0;0;0;0
yardie;;"[1] A person from Jamaica, sometimes derogatory, referring to gang membership or low economic status. [2] In the UK, can be used broadly to denote a black person with gang association and/or engaging in criminal behavior.";eng;1;1;0;0;0;0;1;0
yellow;;"A person of Asian descent.";eng;1;0;0;0;0;0;0;0
"yellow bone";;"[1] A black female with light skin. [2] A black female of mixed heritage.";eng;1;0;0;0;0;0;0;0
yid;;"A Jewish person, although it is an endonym among Yiddish-speaking Jews. (The term is also used positively in Britain for Tottenham Hotspur fans (often proudly by themselves, for example calling themselves 'the Yid Army'), which includes a large Jewish supporting base from north-east London.)";eng;1;0;0;0;0;0;0;0
yob;;"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person";eng;0;0;0;0;0;0;1;0
yobbo;yob;"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person";eng;0;0;0;0;0;0;1;0
yokel;;"A rural person.";eng;1;0;0;0;0;0;0;0
yom;melanzana;"Italian word for a black person, from 'eggplant'.";ita;1;0;0;0;0;0;0;0
youn;;"Derogatory when speaking of ethnic Vietnamese minority.  More derogatory when prefixed with 'a' like 'a youn'.";khm;1;0;0;0;0;0;0;0
yuon;;"""Vietnamese person"" in Khmer. Considered derogatory.";khm;1;0;0;0;0;0;0;0
zainichi;;"(especially,  korean) foreigners resident in Japan";jpn;1;1;0;0;0;0;0;0
zambaggoa;zambo;"A person of mixed indigenous and African parentage.";spa;1;1;0;0;0;0;0;0
zambo;;"A person of mixed indigenous and African parentage.";spa;1;1;0;0;0;0;0;0
